2019-01-24T08:39:31.046599,rnn,17
2019-01-24T08:39:31.280816,rnn,17
2019-01-24T08:39:31.285441,interface,210
2019-01-24T08:39:31.291711,rnn,17
2019-01-24T08:39:31.304333,rnn,17
2019-01-24T08:39:31.350171,rnn,18
2019-01-24T08:39:31.365538,rnn,17
2019-01-24T08:39:31.380430,rnn,18
2019-01-24T08:39:31.393851,rnn,16
2019-01-24T08:39:31.406692,rnn,20
2019-01-24T08:39:31.422165,rnn,15
2019-01-24T08:39:31.435639,rnn,23
2019-01-24T08:39:31.449876,rnn,10
2019-01-24T08:39:31.463113,rnn,30
2019-01-24T08:39:31.478459,rnn,0
2019-01-24T08:39:31.490992,rnn,47
2019-01-24T08:39:31.504698,rnn,0
2019-01-24T08:39:31.513153,rnn,74
2019-01-24T08:39:31.525954,rnn,0
2019-01-24T08:39:31.530160,rnn,101
2019-01-24T08:39:31.541681,rnn,0
2019-01-24T08:39:31.544534,rnn,119
2019-01-24T08:39:31.557707,rnn,0
2019-01-24T08:39:31.560607,rnn,128
2019-01-24T08:39:31.577161,rnn,0
2019-01-24T08:39:31.580014,rnn,133
2019-01-24T08:39:31.584893,rnn,0
2019-01-24T08:39:31.588434,rnn,134
2019-01-24T08:39:31.605182,rnn,0
2019-01-24T08:39:31.611149,rnn,135
2019-01-24T08:39:31.629295,rnn,0
2019-01-24T08:39:31.637144,rnn,136
2019-01-24T08:39:31.659025,rnn,0
2019-01-24T08:39:31.669133,rnn,137
2019-01-24T08:39:31.693513,rnn,0
2019-01-24T08:39:31.706748,rnn,138
2019-01-24T08:39:31.733022,rnn,0
2019-01-24T08:39:31.746289,rnn,140
2019-01-24T08:39:31.760325,rnn,0
2019-01-24T08:39:31.784034,rnn,129
2019-01-24T08:39:31.810669,rnn,0
2019-01-24T08:39:31.836972,rnn,132
2019-01-24T08:39:31.863158,rnn,0
2019-01-24T08:39:31.889751,rnn,137
2019-01-24T08:39:31.918284,rnn,0
2019-01-24T08:39:31.940101,rnn,140
2019-01-24T08:39:31.974635,rnn,0
2019-01-24T08:39:31.995418,rnn,142
2019-01-24T08:39:32.027020,rnn,0
2019-01-24T08:39:32.045972,rnn,144
2019-01-24T08:39:32.073487,rnn,0
2019-01-24T08:39:32.103960,rnn,133
2019-01-24T08:39:32.125500,rnn,0
2019-01-24T08:39:32.155938,rnn,136
2019-01-24T08:39:32.189969,rnn,0
2019-01-24T08:39:32.232149,rnn,128
2019-01-24T08:39:32.264452,rnn,0
2019-01-24T08:39:32.303142,rnn,134
2019-01-24T08:39:32.342191,rnn,0
2019-01-24T08:39:32.376752,rnn,139
2019-01-24T08:39:32.421032,rnn,0
2019-01-24T08:39:32.468266,rnn,132
2019-01-24T08:39:32.510322,rnn,0
2019-01-24T08:39:32.556942,rnn,137
2019-01-24T08:39:32.605311,rnn,0
2019-01-24T08:39:32.702806,rnn,139
2019-01-24T08:39:33.032774,rnn,2
2019-01-24T08:39:33.095395,rnn,144
2019-01-24T08:39:33.156905,rnn,0
2019-01-24T08:39:33.218175,rnn,143
2019-01-24T08:39:33.276571,rnn,0
2019-01-24T08:39:33.368676,rnn,135
2019-01-24T08:39:33.426002,rnn,0
2019-01-24T08:39:33.549810,rnn,129
2019-01-24T08:39:33.613215,rnn,0
2019-01-24T08:39:33.690013,rnn,137
2019-01-24T08:39:33.698428,interface,213
2019-01-24T08:39:33.711451,interface,216
2019-01-24T08:39:33.725712,interface,219
2019-01-24T08:39:33.734434,interface,222
2019-01-24T08:39:33.741392,interface,225
2019-01-24T08:39:33.746596,interface,228
2019-01-24T08:39:33.750386,rnn,0
2019-01-24T08:39:33.754724,interface,231
2019-01-24T08:39:33.761639,interface,234
2019-01-24T08:39:33.768295,interface,237
2019-01-24T08:39:33.775362,interface,240
2019-01-24T08:39:33.784859,interface,243
2019-01-24T08:39:33.791490,interface,246
2019-01-24T08:39:33.798454,interface,249
2019-01-24T08:39:33.806458,interface,252
2019-01-24T08:39:33.814403,interface,255
2019-01-24T08:39:33.884647,rnn,140
2019-01-24T08:39:33.945648,rnn,0
2019-01-24T08:39:34.080823,rnn,135
2019-01-24T08:39:34.142158,rnn,0
2019-01-24T08:39:34.222125,rnn,142
2019-01-24T08:39:34.283695,rnn,0
2019-01-24T08:39:34.349201,rnn,147
2019-01-24T08:39:34.413248,rnn,0
2019-01-24T08:39:34.475553,rnn,150
2019-01-24T08:39:34.553845,rnn,0
2019-01-24T08:39:34.623738,rnn,152
2019-01-24T08:39:34.666910,interface,252
2019-01-24T08:39:34.671907,interface,249
2019-01-24T08:39:34.674391,interface,246
2019-01-24T08:39:34.678690,interface,243
2019-01-24T08:39:34.682462,interface,240
2019-01-24T08:39:34.687126,interface,237
2019-01-24T08:39:34.689569,interface,234
2019-01-24T08:39:34.689850,rnn,0
2019-01-24T08:39:34.693638,interface,231
2019-01-24T08:39:34.697350,interface,228
2019-01-24T08:39:34.702534,interface,225
2019-01-24T08:39:34.706662,interface,222
2019-01-24T08:39:34.711535,interface,219
2019-01-24T08:39:34.719425,interface,216
2019-01-24T08:39:34.726532,interface,213
2019-01-24T08:39:34.731479,interface,210
2019-01-24T08:39:34.738658,interface,207
2019-01-24T08:39:34.744564,interface,204
2019-01-24T08:39:34.745660,rnn,153
2019-01-24T08:39:34.750568,interface,201
2019-01-24T08:39:34.757722,interface,198
2019-01-24T08:39:34.766692,interface,195
2019-01-24T08:39:34.771678,interface,192
2019-01-24T08:39:34.780484,interface,189
2019-01-24T08:39:34.787476,interface,186
2019-01-24T08:39:34.798898,interface,183
2019-01-24T08:39:34.803794,interface,180
2019-01-24T08:39:34.811411,interface,177
2019-01-24T08:39:34.818568,interface,174
2019-01-24T08:39:34.825828,interface,171
2019-01-24T08:39:34.833569,interface,168
2019-01-24T08:39:34.841555,interface,165
2019-01-24T08:39:34.849557,interface,162
2019-01-24T08:39:34.857607,interface,159
2019-01-24T08:39:34.863608,interface,156
2019-01-24T08:39:34.871047,interface,153
2019-01-24T08:39:34.876751,interface,150
2019-01-24T08:39:34.884467,interface,147
2019-01-24T08:39:34.890482,interface,144
2019-01-24T08:39:34.897362,interface,141
2019-01-24T08:39:34.907067,interface,138
2019-01-24T08:39:34.912436,interface,135
2019-01-24T08:39:34.920697,interface,132
2019-01-24T08:39:34.927448,interface,129
2019-01-24T08:39:34.933676,interface,126
2019-01-24T08:39:34.943995,interface,123
2019-01-24T08:39:34.953764,interface,120
2019-01-24T08:39:34.965695,interface,117
2019-01-24T08:39:34.985721,interface,114
2019-01-24T08:39:35.011531,interface,111
2019-01-24T08:39:35.054414,interface,108
2019-01-24T08:39:35.083386,interface,105
2019-01-24T08:39:35.108390,rnn,6
2019-01-24T08:39:35.114706,interface,102
2019-01-24T08:39:35.127596,interface,99
2019-01-24T08:39:35.158353,interface,96
2019-01-24T08:39:35.174457,interface,93
2019-01-24T08:39:35.192580,interface,90
2019-01-24T08:39:35.194749,rnn,143
2019-01-24T08:39:35.210614,interface,87
2019-01-24T08:39:35.241704,interface,84
2019-01-24T08:39:35.243259,rnn,0
2019-01-24T08:39:35.264458,interface,81
2019-01-24T08:39:35.287443,interface,78
2019-01-24T08:39:35.317468,interface,75
2019-01-24T08:39:35.318488,rnn,141
2019-01-24T08:39:35.370885,rnn,0
2019-01-24T08:39:35.436215,rnn,144
2019-01-24T08:39:35.496364,rnn,0
2019-01-24T08:39:35.500419,interface,78
2019-01-24T08:39:35.510474,interface,81
2019-01-24T08:39:35.520650,interface,84
2019-01-24T08:39:35.529617,interface,87
2019-01-24T08:39:35.537445,interface,90
2019-01-24T08:39:35.544782,interface,93
2019-01-24T08:39:35.551583,interface,96
2019-01-24T08:39:35.556420,rnn,147
2019-01-24T08:39:35.560268,interface,99
2019-01-24T08:39:35.566677,interface,102
2019-01-24T08:39:35.571456,interface,105
2019-01-24T08:39:35.578694,interface,108
2019-01-24T08:39:35.587216,interface,111
2019-01-24T08:39:35.593748,interface,114
2019-01-24T08:39:35.600681,interface,117
2019-01-24T08:39:35.608443,interface,120
2019-01-24T08:39:35.614150,rnn,0
2019-01-24T08:39:35.617647,interface,123
2019-01-24T08:39:35.626507,interface,126
2019-01-24T08:39:35.632382,interface,129
2019-01-24T08:39:35.640748,interface,132
2019-01-24T08:39:35.647615,interface,135
2019-01-24T08:39:35.654568,interface,138
2019-01-24T08:39:35.663582,interface,141
2019-01-24T08:39:35.670461,interface,144
2019-01-24T08:39:35.678603,interface,147
2019-01-24T08:39:35.688584,interface,150
2019-01-24T08:39:35.695601,interface,153
2019-01-24T08:39:35.701300,rnn,140
2019-01-24T08:39:35.705494,interface,156
2019-01-24T08:39:35.715566,interface,159
2019-01-24T08:39:35.726578,interface,162
2019-01-24T08:39:35.737307,interface,165
2019-01-24T08:39:35.749599,interface,168
2019-01-24T08:39:35.764595,interface,171
2019-01-24T08:39:35.769728,rnn,0
